Country,France,Germany,India,Indonesia,Italy,Japan,Korea,China
15-Dec,0,0,41.9,158.2,0,0.2454,0,0.3676
16-Jan,0,0,31.1,168.3,0,0.07347,0,0.09393
16-Feb,0,0,76.64,143.5,0,0.02841,0,0.281
16-Mar,0,0,182.9,173.3,0,0.0369,0,0.8952
16-Apr,0,0,308.8,172,0.04883,0.5668,0,15.23
16-May,0.01765,0.06671,323.5,179.2,1.473,9.129,5.899,49.18
16-Jun,8.181,6.682,289.9,155.4,32.61,40.38,47.82,119.8
16-Jul,27.84,11.99,219.9,153.8,105.6,130.5,136.4,190.2
16-Aug,32.98,12.57,220.2,153.4,76.09,176.2,184.2,176.5
16-Sep,13.41,6.123,203.9,152,29.45,89.35,44.68,80.71
16-Oct,0.003015,0,170.8,154.2,1.531,19.12,2.855,29.51
16-Nov,0,0,57.94,150.6,0.008688,1.026,0,5.4
16-Dec,0,0,30.44,152.6,0,0.3898,0,0.5226
17-Jan,0,0,28.24,146.2,0,0.09102,0,0.217
17-Feb,0,0,59.31,126,0,0.008798,0,0.195
17-Mar,0,0,152.6,151.4,0,0.02681,0,1.533
17-Apr,0,0,281.7,151.5,0.0009515,0.3176,0.09984,14.64
17-May,5.881,4.676,333.7,163.3,7.338,9.334,5.842,66.07
17-Jun,33.9,10.68,278.9,147.3,74.31,30.24,45.29,110
17-Jul,34.59,9.921,225.7,141,110.3,167.8,164.4,207.8
17-Aug,29.92,6.201,222.2,139.9,136.8,162.6,142.2,174.2
17-Sep,0.4092,0,219.4,149,12.98,52.72,21.57,84.93
17-Oct,0.005512,0,183.9,162.6,0.1216,9.419,1.331,22.85
17-Nov,0,0,66.72,145.6,0.0002605,0.844,0,4.068
17-Dec,0,0,28.03,149.9,0,0.03378,0,0.07069
18-Jan,0,0,25.71,141.5,0,0.01757,0,0.07205
18-Feb,0,0,59.26,124.2,0,0.01249,0,0.2316
18-Mar,0,0,173.6,148.9,0,0.07788,0,3.673
18-Apr,0.0003591,0,257.4,160,0.08854,0.3489,0.000908,22.08
18-May,0.6697,4.68,321.5,163.7,7.054,10.31,6.054,74.2
18-Jun,12.27,5.044,291.5,148.5,38.04,46.47,38.95,130.6
18-Jul,53.99,37.67,230.9,133.7,108.6,188.2,176.5,199.7
18-Aug,46.61,37.6,213.6,136,109.2,191.2,202.4,180.7
18-Sep,6.166,1.218,202.6,141.6,34.28,64.6,26.46,76.04
18-Oct,0.07151,0.00276,167.3,165.2,0.3655,11.03,0.1936,11.26
18-Nov,0,0,74.38,155.3,0.002028,0.8815,0,4.248
18-Dec,0,0,29.86,156.4,0,0.4262,0,1.447
19-Jan,0,0,19.97,150.2,0,0.05188,0,0.1053
19-Feb,0,0,53.2,139.7,0,0.1345,0,1.41
19-Mar,0,0,146.1,153.5,0,0.151,0,3.701
19-Apr,0,0,272,163.1,0.0004588,0.5708,0.0004042,22.43
19-May,0.04126,0,339.9,169.2,0,11.6,8.501,52.75
19-Jun,33.96,30.8,321.5,140.8,84.3,37.77,27.42,126.5
19-Jul,56.77,31.42,243.6,134.4,119.6,107.3,123.2,181
19-Aug,31.88,15.96,223.3,134.3,117.4,186.5,162.8,168.9
19-Sep,5.052,0.2589,196.2,142.4,26.61,105.6,49.57,85.31
19-Oct,0.1675,0,153.7,165.6,1.31,18.77,3.902,28.6
19-Nov,0,0,79.33,170.3,0.01107,0.8281,0,3.903
19-Dec,0,0,32.88,163,0,0.1951,0,0.555
20-Jan,0,0,30.34,159.6,0,0.09854,0,0.5411
20-Feb,0,0,48.59,145,0,0.08994,0,0.6817
20-Mar,0,0,123.2,163.8,0,0.1392,0,4.352
20-Apr,0,0,237.2,163.6,0,0.08829,0,10.97
20-May,1.225,0.001952,301.2,172.7,2.455,4.435,1.192,76.16
20-Jun,11.4,3.864,252.5,148.6,28.44,61.84,58.31,135.6
20-Jul,33.12,6.106,238.6,137.2,95.65,94.8,71.1,155.6
20-Aug,54.14,41.07,221.9,150.3,116.6,214.9,170.5,176.9
20-Sep,11.67,1.353,219.2,149.8,40.26,91.96,22.73,67.71
20-Oct,0.0006561,0,179.4,156,1.637,5.909,0.173,15.05
20-Nov,0,0,63.51,154,0.0001485,1.159,0.003072,6.583
20-Dec,0,0,28.85,142.3,0,0.1954,0,0.1028
21-Jan,0,0,34.46,132.8,0,0.0241,0,0.007298
21-Feb,0,0,50.67,126.3,0,0.03419,0,0.3477
21-Mar,0,0,173.9,147.3,0,0.1909,0,6.695
21-Apr,0.0000107,0,254.3,152.5,0.003021,0.2702,0.0429,13.42
21-May,0.08788,0.02554,265.2,166.8,0.271,5.711,2.176,65.05
21-Jun,16.8,18.02,247.6,146.6,69.04,42.07,39.62,134.2
21-Jul,19.42,2.687,240.4,144.6,109.8,144.4,179.6,190.3
21-Aug,15.71,2.459,221.7,143.1,110.1,162.2,135.9,150.4
21-Sep,7.547,0.007536,201.2,144.2,31.93,61.13,37.33,107.5
21-Oct,0.01044,0,172.1,161.9,1.06,23.01,10.36,32.62
21-Nov,0,0,60.41,144.3,0.01785,0.5682,0,3.461
21-Dec,0,0,28.39,149.6,0,0.1019,0,0.1883
22-Jan,0,0,24.45,145.6,0,0.01704,0,0.1044
22-Feb,0,0,41.87,127.6,0,0.005636,0,0.06042
22-Mar,0,0,183.8,154.6,0,0.155,0,7.011
22-Apr,0.002258,0,290.3,153.2,0,1.089,0.1388,21.01
22-May,5.723,1.169,311,164.6,17.95,5.872,4.762,45.29
22-Jun,31.28,13.76,290.9,134.7,100.9,68.29,64.22,147.1
22-Jul,64.01,25.28,233.6,142.2,161.8,162.8,164.5,204
22-Aug,61.7,30.06,222.5,141.5,121,180.8,141.2,204.1
22-Sep,9.748,0.8835,203.5,142.4,38.14,97.66,45.88,87.55
22-Oct,0.4715,0,148.7,140.9,0.8787,11.27,3.072,27.27
22-Nov,0,0,59.95,140,0.007921,1.117,0,8.549
22-Dec,0,0,35.93,140.3,0,0.1559,0,0.02371
